paper_id,title,authors,year,venue_or_status,publication_date,paper_url,code_url,research_problem,memory_write,memory_representation,memory_retrieval,memory_update,temporal_reasoning,contradiction_handling,forgetting,consolidation,provenance,uncertainty,learned_policy,graph_structure,agentic_rag_relation,datasets_or_benchmarks,baselines,metrics,main_method,main_contribution,main_results,limitations_stated_by_authors,limitations_you_identify,compute_requirement,open_source,relevance_to_evomem,possible_remaining_gap,evidence_level,evidence_sections,reviewed_version,canonical_publication_url
2605.18421,EvoMemBench: Benchmarking Agent Memory from a Self-Evolving Perspective,"Wang, Yuyao; Zhang, Zhongjian; Chi, Mo; Yu, Kaichi; Li, Yuhan; Peng, Miao; Tong, Bing; Zhang, Chen; Zhou, Yan; Li, Jia",2026,arXiv preprint; no publication venue independently verified,2026-05-18,https://arxiv.org/abs/2605.18421v2,https://github.com/DSAIL-Memory/EvoMemBench,Evaluate agent memory from self-evolution perspective,NR — not established in this review; not evidence of absence,Evolving task memories,Benchmarking memory change,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Persistent memory/retrieval or its evaluation; distinguish store validity from query relevance,EvoMemBench: Six suites: within-episode knowledge/execution and cross-episode knowledge/tool/web/embodied; CrossEp-Know 120 contexts/884 samples,NR — not established in this review; not evidence of absence,Suite task metrics; method-specific cost comparison needs protocol audit,Benchmarking memory change,Evaluate agent memory from self-evolution perspective,Screening conclusion: Evaluate agent memory from self-evolution perspective. Quantitative results not independently extracted.,NR — not established in this review; not evidence of absence,Generic evolving-memory benchmark novelty is invalidated,NR — not established in this review; not evidence of absence,Paper-linked public code/project URL; license and reproducibility not audited,Evaluate agent memory from self-evolution perspective,Generic evolving-memory benchmark novelty is invalidated,targeted primary inspection,S4 construction of six within/cross-episode suites; CrossEp-Know120 contexts/884 samples.,v2 (2026-06-15),
2605.22842,The Misattribution Gap: When Memory Poisoning Looks Like Model Failure in Agentic AI Systems,"Ahad, Tanzim; Hossain, Ismail; Alam, Md Jahangir; Puppala, Sai; Alam, Syed Bahauddin; Talukder, Sajedul",2026,arXiv preprint; no publication venue independently verified,2026-05-12,https://arxiv.org/abs/2605.22842v1,,Attribute downstream errors to memory composition,NR — not established in this review; not evidence of absence,Adversarial memory corpus,Counterfactual composition testing,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Persistent memory/retrieval or its evaluation; distinguish store validity from query relevance,SND / Misattribution Gap: 25 scenarios reported in abstract; persistent compositional poisoning,NR — not established in this review; not evidence of absence,Counterfactual Composition Testing attribution; do not treat headline as replicated,Counterfactual composition testing,Attribute downstream errors to memory composition,Screening conclusion: Attribute downstream errors to memory composition. Quantitative results not independently extracted.,NR — not established in this review; not evidence of absence,Fault attribution and temporal poisoning already studied,NR — not established in this review; not evidence of absence,No own code/project URL verified in this review,Attribute downstream errors to memory composition,Fault attribution and temporal poisoning already studied,bibliographic and abstract screening,arXiv bibliographic page and abstract only; do not infer omitted capabilities,v1 (2026-05-12),
2605.23723,MemAudit: Post-hoc Auditing of Poisoned Agent Memory via Causal Attribution and Structural Anomaly Detection,"Tan, Zhewen; Yao, Yilun; Jin, Huiyan; Yu, Wenhan; Wang, Guoan; Fan, Mengyuan; lu, liang; Liu, Feng; Zhang, Xiangzheng; Ma, Duohe; Yang, Tong; Sun, Lin",2026,arXiv preprint; no publication venue independently verified,2026-05-22,https://arxiv.org/abs/2605.23723v1,,Identify harmful stored memories after poisoning,NR — not established in this review; not evidence of absence,Memory consistency graph,Counterfactual influence and anomaly auditing,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Persistent memory/retrieval or its evaluation; distinguish store validity from query relevance,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Counterfactual influence and anomaly auditing,Identify harmful stored memories after poisoning,Screening conclusion: Identify harmful stored memories after poisoning. Quantitative results not independently extracted.,NR — not established in this review; not evidence of absence,Detecting causes is distinct from repairing all derived state,NR — not established in this review; not evidence of absence,No own code/project URL verified in this review,Identify harmful stored memories after poisoning,Detecting causes is distinct from repairing all derived state,bibliographic and abstract screening,arXiv bibliographic page and abstract only; do not infer omitted capabilities,v1 (2026-05-22),
2605.23986,MemForest: An Efficient Agent Memory System with Hierarchical Temporal Indexing,"Chen, Han; Zhang, Zining; Pei, Wenqi; He, Bingsheng; Wu, Ming; Zeng, Jason; Heinrich, Michael; Wu, Wei; Zhang, Hongbao",2026,arXiv preprint; no publication venue independently verified,2026-05-16,https://arxiv.org/abs/2605.23986v3,,Improve freshness latency through local memory-index maintenance,NR — not established in this review; not evidence of absence,Hierarchical temporal trees,Dirty-path refresh,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Persistent memory/retrieval or its evaluation; distinguish store validity from query relevance,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Dirty-path refresh,Improve freshness latency through local memory-index maintenance,Screening conclusion: Improve freshness latency through local memory-index maintenance. Quantitative results not independently extracted.,NR — not established in this review; not evidence of absence,Index freshness does not guarantee semantic correctness,NR — not established in this review; not evidence of absence,No own code/project URL verified in this review,Improve freshness latency through local memory-index maintenance,Index freshness does not guarantee semantic correctness,bibliographic and abstract screening,arXiv bibliographic page and abstract only; do not infer omitted capabilities,v3 (2026-09-06),
2605.25338,CausalFlow: Causal Attribution and Counterfactual Repair for LLM Agent Failures,"Bonagiri, Akash; Borkar, Devang; Anderias, Gerard Janno; Rafatirad, Setareh; Homayoun, Houman",2026,arXiv preprint; no publication venue independently verified,2026-05-25,https://arxiv.org/abs/2605.25338v1,,Find failure-inducing agent steps and minimal repairs,NR — not established in this review; not evidence of absence,Execution traces,Counterfactual step intervention,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Persistent memory/retrieval or its evaluation; distinguish store validity from query relevance,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Counterfactual step intervention,Find failure-inducing agent steps and minimal repairs,Screening conclusion: Find failure-inducing agent steps and minimal repairs. Quantitative results not independently extracted.,NR — not established in this review; not evidence of absence,Generic causal agent repair is prior art,NR — not established in this review; not evidence of absence,No own code/project URL verified in this review,Find failure-inducing agent steps and minimal repairs,Generic causal agent repair is prior art,bibliographic and abstract screening,arXiv bibliographic page and abstract only; do not infer omitted capabilities,v1 (2026-05-25),
2605.26252,Is Agent Memory a Database? Rethinking Data Foundations for Long-Term AI Agent Memory,"Orogat, Abdelghny; Mansour, Essam",2026,arXiv preprint; no publication venue independently verified,2026-05-25,https://arxiv.org/abs/2605.26252v1,,Frame memory as governed database state,NR — not established in this review; not evidence of absence,Active state with retained history and dependencies,Database-style memory management,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Persistent memory/retrieval or its evaluation; distinguish store validity from query relevance,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Database-style memory management,Frame memory as governed database state,Screening conclusion: Frame memory as governed database state. Quantitative results not independently extracted.,NR — not established in this review; not evidence of absence,Active-state bounds must not be mistaken for total storage bounds,NR — not established in this review; not evidence of absence,No own code/project URL verified in this review,Frame memory as governed database state,Active-state bounds must not be mistaken for total storage bounds,bibliographic and abstract screening,arXiv bibliographic page and abstract only; do not infer omitted capabilities,v1 (2026-05-25),
2605.26302,Your Agents Are Aging Too: Agent Lifespan Engineering for Deployed Systems,"Zhu, Jianing; Ro, Yeonju; Robertson, John; Wang, Kevin; Li, Junbo; Vikalo, Haris; Akella, Aditya; Wang, Zhangyang",2026,arXiv preprint; no publication venue independently verified,2026-05-25,https://arxiv.org/abs/2605.26302v1,,Measure degradation and maintenance across agent lifespan,State accumulation,Temporal version/dependency tasks,Oracle retrieval diagnostics,Versioned revisions,NR — not established in this review; not evidence of absence,Dependency/version probes,Forgetting and bystander-preservation probes,Repeated compression,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Persistent memory/retrieval or its evaluation; distinguish store validity from query relevance,"AgingBench: seven scenarios, 8–200 sessions, 14 models and over 400 runs in the reported study.","Agent memory configurations, typed-state maintenance and threshold controllers.","Accuracy over age, half-life/slope/hazard proxies, version/forget/dependency scores and wall time.","Model agent lifespan through controlled compression, interference, revision and maintenance. Temporal dependency tasks expose degradation; oracle retrieval and oracle-store interventions diagnose where information was lost.",Measure degradation and maintenance across agent lifespan,Long-horizon dynamic memory and stage interventions are already studied. Typed state reduces accumulator errors in reported settings; maintenance gains depend on trigger and workload.,Production external validity and controlled scenario assumptions are discussed in Appendix I.,An ordered oracle ladder can reveal a bottleneck without uniquely assigning causal responsibility when stages interact. Artificial age and session count are not interchangeable with elapsed deployment time.,Long repeated-session sweeps are expensive; a smaller factorial pilot is feasible without training.,No own code/project URL verified in this review,Measure degradation and maintenance across agent lifespan,Oracle ladders diagnose stages but need care about interactions,deep primary read,"S3 stress dimensions; S4 setup; S5 oracle ladder; Appendices B metrics, D controllers and I limitations.",v1 (2026-05-25),
2605.26667,MemFail: Stress-Testing Failure Modes of LLM Memory Systems,"Garg, Ishir; Kolhe, Neel; Song, Dawn; Zhao, Xuandong",2026,arXiv preprint; no publication venue independently verified,2026-05-26,https://arxiv.org/abs/2605.26667v1,https://github.com/ishirgarg/MemFail,Isolate memory-system failure modes,NR — not established in this review; not evidence of absence,Adversarial diagnostic datasets,"Summarization, storage and retrieval probes",NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Persistent memory/retrieval or its evaluation; distinguish store validity from query relevance,"MemFail: Five datasets/four tasks: Conditional-Facts easy/hard, Coexisting-Facts, Persona-Retrieval, Long-Hop; 92 long-hop chains",NR — not established in this review; not evidence of absence,Task-specific answer correctness; failure-type comparison; S3–S6,"Summarization, storage and retrieval probes",Isolate memory-system failure modes,Screening conclusion: Isolate memory-system failure modes. Quantitative results not independently extracted.,NR — not established in this review; not evidence of absence,Operation-level diagnosis is already a benchmark contribution,NR — not established in this review; not evidence of absence,Paper-linked public code/project URL; license and reproducibility not audited,Isolate memory-system failure modes,Operation-level diagnosis is already a benchmark contribution,targeted primary inspection,"S3 operation taxonomy; S4 Conditional-Facts, Coexisting-Facts, Persona-Retrieval, Long-Hop; Appendix B construction.",v1 (2026-05-26),
2606.06240,TOKI: A Bitemporal Operator Algebra for Contradiction Resolution in LLM-Agent Persistent Memory,"Wang, Ziming",2026,arXiv preprint; no publication venue independently verified,2026-06-04,https://arxiv.org/abs/2606.06240v1,https://github.com/ZenAlexa/toki-bitemporal-memory,Resolve contradictions using bitemporal operations,NR — not established in this review; not evidence of absence,Bitemporal persistent memory,Operator algebra,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Persistent memory/retrieval or its evaluation; distinguish store validity from query relevance,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Operator algebra,Resolve contradictions using bitemporal operations,Screening conclusion: Resolve contradictions using bitemporal operations. Quantitative results not independently extracted.,NR — not established in this review; not evidence of absence,Temporal semantics already have explicit formal precedents,NR — not established in this review; not evidence of absence,Paper-linked URL returned HTTP 404 on 2026-09-19; accessible implementation not verified,Resolve contradictions using bitemporal operations,Temporal semantics already have explicit formal precedents,bibliographic and abstract screening,arXiv bibliographic page and abstract only; do not infer omitted capabilities,v1 (2026-06-04),
2606.08275,Causal Agent Replay: Counterfactual Attribution for LLM-Agent Failures,"Shah, Jaineet",2026,arXiv preprint; no publication venue independently verified,2026-06-06,https://arxiv.org/abs/2606.08275v1,https://github.com/jaineet17/causal-agent-replay,Attribute agent failures by controlled replay,NR — not established in this review; not evidence of absence,Structural causal model of execution,Counterfactual and Shapley attribution,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Persistent memory/retrieval or its evaluation; distinguish store validity from query relevance,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Counterfactual and Shapley attribution,Attribute agent failures by controlled replay,Screening conclusion: Attribute agent failures by controlled replay. Quantitative results not independently extracted.,NR — not established in this review; not evidence of absence,Interactions and causal replay are not new contributions,NR — not established in this review; not evidence of absence,Paper-linked public code/project URL; license and reproducibility not audited,Attribute agent failures by controlled replay,Interactions and causal replay are not new contributions,bibliographic and abstract screening,arXiv bibliographic page and abstract only; do not infer omitted capabilities,v1 (2026-06-06),
2606.09483,Memory Beyond Recall: A Dual-Process Cognitive Memory System for Self-Evolving LLM Agents,"Fei, Tianxiang; Song, Mingyang; Zheng, Mao; Yu, Xiang",2026,arXiv preprint; no publication venue independently verified,2026-06-08,https://arxiv.org/abs/2606.09483v1,,Combine recall and reflective memory evolution,NR — not established in this review; not evidence of absence,Dual-process cognitive memory,Self-evolving memory operations,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Persistent memory/retrieval or its evaluation; distinguish store validity from query relevance,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Self-evolving memory operations,Combine recall and reflective memory evolution,Screening conclusion: Combine recall and reflective memory evolution. Quantitative results not independently extracted.,NR — not established in this review; not evidence of absence,Screened; broad architecture claims need controlled comparison,NR — not established in this review; not evidence of absence,No own code/project URL verified in this review,Combine recall and reflective memory evolution,Screened; broad architecture claims need controlled comparison,bibliographic and abstract screening,arXiv bibliographic page and abstract only; do not infer omitted capabilities,v1 (2026-06-08),
2606.25161,TRUSTMEM: Learning Trustworthy Memory Consolidation for LLM Agents with Long-Term Memory,"Yang, Tianyu; Paul, Sudipta; Srinivasan, Vijay; Kulkarni, Vivek; Chappidi, Srinivas",2026,arXiv preprint; no publication venue independently verified,2026-06-23,https://arxiv.org/abs/2606.25161v1,,Learn trustworthy memory consolidation with transition feedback,Learned construction,"Core, semantic and episodic state",Fixed evaluation retrieval,Learned memory editing,NR — not established in this review; not evidence of absence,"Implicit through edit actions, not a formal invalidation algebra",Editing/deletion under training reward,Transition-verified consolidation,◐ — see capability matrix definition and cited sections,NR — not established in this review; not evidence of absence,✅ — see capability matrix definition and cited sections,NR — not established in this review; not evidence of absence,Persistent memory/retrieval or its evaluation; distinguish store validity from query relevance,562 selected training instances from the Mem-alpha pool; 463 validation; three MemoryAgentBench capability groups and HaluMem.,Mem-alpha and prompted/learned construction systems in matched settings.,"QA F1, omission, corruption, hallucination and compression.","A frozen transition verifier assesses coverage, preservation and faithfulness of memory edits. Transition-ranked GRPO combines this preference signal with QA, compression, format and semantic feedback.",Learn trustworthy memory consolidation with transition feedback,Consolidation fidelity already receives explicit learning signals and evaluation. Reported improvements over Mem-alpha include 12.14 F1 points in the stated aggregate; this does not establish full selective-forgetting coverage.,Multimodal and broader deployment generalization remain limitations/future work.,Verifier ranking is relative rather than a calibrated probability of edit correctness. Small hallucination rates judged by another LLM are not proof of zero false generalizations.,RL construction training plus frozen-verifier calls. Exact comparable total GPU-hours not established here; heavier than a small classifier.,No own code/project URL verified in this review,Learn trustworthy memory consolidation with transition feedback,Relative verifier preference is not an absolute risk guarantee,deep primary read,S3 verifier/reward; S4 data/results and ablations; limitations/conclusion.,v1 (2026-06-23),
2606.26511,Temporal Validity in Retrieval Memory: Eliminating Stale-Fact Errors for AI Agents over Evolving Knowledge,"Yadav, Neeraj",2026,arXiv preprint; no publication venue independently verified,2026-06-25,https://arxiv.org/abs/2606.26511v1,,Prevent reuse of superseded atomic facts,NR — not established in this review; not evidence of absence,Bitemporal triple ledger,Deterministic same-slot supersession,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Persistent memory/retrieval or its evaluation; distinguish store validity from query relevance,MemStrata synthetic suites: Six locally evaluated benchmarks; atomic old/new fact changes,NR — not established in this review; not evidence of absence,"Accuracy, stale-fact-error rate, retrieval latency",Deterministic same-slot supersession,Prevent reuse of superseded atomic facts,Screening conclusion: Prevent reuse of superseded atomic facts. Quantitative results not independently extracted.,NR — not established in this review; not evidence of absence,Atomic single-value assumptions do not cover ambiguous dependencies,NR — not established in this review; not evidence of absence,No own code/project URL verified in this review,Prevent reuse of superseded atomic facts,Atomic single-value assumptions do not cover ambiguous dependencies,bibliographic and abstract screening,arXiv bibliographic page and abstract only; do not infer omitted capabilities,v1 (2026-06-25),
2606.27472,Supersede: Diagnosing and Training the Memory-Update Gap in LLM Agents,"Patel, Vedant",2026,arXiv preprint; no publication venue independently verified,2026-06-25,https://arxiv.org/abs/2606.27472v1,https://github.com/Vrin-cloud/supersede,Diagnose and train memory updating,NR — not established in this review; not evidence of absence,Memory-update examples,Update-gap training and evaluation,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Persistent memory/retrieval or its evaluation; distinguish store validity from query relevance,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Update-gap training and evaluation,Diagnose and train memory updating,Screening conclusion: Diagnose and train memory updating. Quantitative results not independently extracted.,NR — not established in this review; not evidence of absence,Updating itself is not an unoccupied research question,NR — not established in this review; not evidence of absence,Paper-linked public code/project URL; license and reproducibility not audited,Diagnose and train memory updating,Updating itself is not an unoccupied research question,bibliographic and abstract screening,arXiv bibliographic page and abstract only; do not infer omitted capabilities,v1 (2026-06-25),
2607.01071,MemSyco-Bench: Benchmarking Sycophancy in Agent Memory,"Xiang, Zhishang; Chen, Zerui; Tang, Yunbo; Wei, Zhimin; Ning, Ruqin; Lin, Yujie; Zhang, Qinggang; Su, Jinsong",2026,arXiv preprint; no publication venue independently verified,2026-07-01,https://arxiv.org/abs/2607.01071v2,https://github.com/XMUDeepLIT/MemSyco-Bench,Measure sycophancy amplified through memory,NR — not established in this review; not evidence of absence,User-facing agent memories,Sycophancy benchmark,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Persistent memory/retrieval or its evaluation; distinguish store validity from query relevance,MemSyco-Bench: Memory-mediated sycophancy tasks,NR — not established in this review; not evidence of absence,Sycophancy/task outcomes; sizes NR here,Sycophancy benchmark,Measure sycophancy amplified through memory,Screening conclusion: Measure sycophancy amplified through memory. Quantitative results not independently extracted.,NR — not established in this review; not evidence of absence,Agreement with a user is not equivalent to source correctness,NR — not established in this review; not evidence of absence,Paper-linked public code/project URL; license and reproducibility not audited,Measure sycophancy amplified through memory,Agreement with a user is not equivalent to source correctness,bibliographic and abstract screening,arXiv bibliographic page and abstract only; do not infer omitted capabilities,v2 (2026-07-02),
2607.01988,Episodic-to-Semantic Consolidation Without Identity Drift,"Qin, Xue; Luan, Simin; Yang, Cong; Li, Zhijun",2026,arXiv preprint; no publication venue independently verified,2026-07-02,https://arxiv.org/abs/2607.01988v1,,Preserve identity during episodic-to-semantic consolidation,NR — not established in this review; not evidence of absence,Episodic and semantic memory,Consolidation under identity constraints,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Persistent memory/retrieval or its evaluation; distinguish store validity from query relevance,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Consolidation under identity constraints,Preserve identity during episodic-to-semantic consolidation,Screening conclusion: Preserve identity during episodic-to-semantic consolidation. Quantitative results not independently extracted.,NR — not established in this review; not evidence of absence,Consolidation fidelity already receives direct attention,NR — not established in this review; not evidence of absence,No own code/project URL verified in this review,Preserve identity during episodic-to-semantic consolidation,Consolidation fidelity already receives direct attention,bibliographic and abstract screening,arXiv bibliographic page and abstract only; do not infer omitted capabilities,v1 (2026-07-02),
2607.02579,When Not to Write Memory: Governing False Promotion from Correlated Agent Traces,"Qi, Yijiashun; Xu, Xiang; Li, Yuxuan",2026,Author-reported status: accepted by mlise 2026,2026-06-30,https://arxiv.org/abs/2607.02579v1,,Prevent promotion of correlated unreliable traces,NR — not established in this review; not evidence of absence,Candidates with provenance and scope,"Promote, reject or review with dependency-aware support",NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,✅ — see capability matrix definition and cited sections,✅ — see capability matrix definition and cited sections,NR — not established in this review; not evidence of absence,◐ — see capability matrix definition and cited sections,Persistent memory/retrieval or its evaluation; distinguish store validity from query relevance,GovMem-Bench: Synthetic stress cases; internal 120 candidates/79 traces; 35 held out; external selected 133 high-impact human-adjudicated candidates,NR — not established in this review; not evidence of absence,"False promotion, precision/recall, review burden, AUPRC; downstream harm experiment not executed","Promote, reject or review with dependency-aware support",Prevent promotion of correlated unreliable traces,Screening conclusion: Prevent promotion of correlated unreliable traces. Quantitative results not independently extracted.,NR — not established in this review; not evidence of absence,External human adjudication sharply limits automatic-promotion claims,NR — not established in this review; not evidence of absence,No own code/project URL verified in this review,Prevent promotion of correlated unreliable traces,External human adjudication sharply limits automatic-promotion claims,targeted primary inspection,S3 dependency-aware support and review; S4 controlled data; S5 internal held-out evidence; S6 external human rejection of every proposed automatic promotion in selected stress slice; S7 limitations.,v1 (2026-06-30),
2607.08032,"What to Keep, What to Forget: A Rate--Distortion View of Memory Compaction in LLMs and Agents","Colaco, Ashwin Gerard; Lahjouji, Nada",2026,arXiv preprint; no publication venue independently verified,2026-07-09,https://arxiv.org/abs/2607.08032v1,,Unify memory compaction tradeoffs across layers,NR — not established in this review; not evidence of absence,Bounded representations,Rate-distortion analysis and taxonomy,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Persistent memory/retrieval or its evaluation; distinguish store validity from query relevance,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Rate-distortion analysis and taxonomy,Unify memory compaction tradeoffs across layers,Screening conclusion: Unify memory compaction tradeoffs across layers. Quantitative results not independently extracted.,NR — not established in this review; not evidence of absence,"Reversibility via an archive saves context, not necessarily storage",NR — not established in this review; not evidence of absence,No own code/project URL verified in this review,Unify memory compaction tradeoffs across layers,"Reversibility via an archive saves context, not necessarily storage",targeted primary inspection,"S2 rate-distortion formulation; S7 semantic memory; S10 relation among cache, context and persistent memory. Taxonomic/theoretical precedent, not a revision-aware storage experiment.",v1 (2026-07-09),
2607.12893,MemOps: Benchmarking Lifecycle Memory Operations in Long-Horizon Conversations,"Hao, Xixuan; Zhang, Zeyu; Lin, Zehao; Sun, Yihang; Guo, Ziliang; Zhang, Xichong; Liang, Yuxuan; Xiong, Feiyu; Li, Zhiyu",2026,arXiv preprint; no publication venue independently verified,2026-07-14,https://arxiv.org/abs/2607.12893v1,https://github.com/MemTensor/MemOps,Evaluate explicit lifecycle operations and their compositions,NR — not established in this review; not evidence of absence,Gold trigger/target/scope/evidence traces,Six operation-level probe categories,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Persistent memory/retrieval or its evaluation; distinguish store validity from query relevance,"MemOps: 100 topics, 403 evidence conversations, 9,672 turns; 2,006 QA pairs evaluated twice =4,012 instances",NR — not established in this review; not evidence of absence,Operation/target/evidence/state-order probes; forgetting includes over-removal,Six operation-level probe categories,Evaluate explicit lifecycle operations and their compositions,Screening conclusion: Evaluate explicit lifecycle operations and their compositions. Quantitative results not independently extracted.,NR — not established in this review; not evidence of absence,First lifecycle-operation benchmark is not defensible,NR — not established in this review; not evidence of absence,Paper-linked public code/project URL; license and reproducibility not audited,Evaluate explicit lifecycle operations and their compositions,First lifecycle-operation benchmark is not defensible,targeted primary inspection,"S3 lifecycle operations, exact evidence traces and construction; S3.4:403 conversations,2,006 unique QA,4,012 evaluation instances.",v1 (2026-07-14),
